2020년_ [기숙사 수용 현황 (대학)],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기준연도,학교종류,설립구분,지역,상태,학교,재학생수(A),총 실수,수용가능인원(B),실제 수용 인원,,,"기숙사수용률
(C=B/Ax100)",기숙사 지원자 수(D),,,"입사 경쟁률
(E=D/B)","의무식
여부",구분,건물명,준공연도,1인실,,2인실,,3인실,,4인실 이상,
,,,,,,,,,학위과정,,비학위과정,,,,,,,,,,실수,기숙사비,실수,기숙사비,실수,기숙사비,실수,기숙사비
,,,,,,,,,내국인,외국인,외국인,,동일지역,타지역,합계,,,,,,,,,,,,,
2020,대학교,사립,경북,기존,대구대학교,"17,680",225,"3,749",0,0,0,21.2,6,907,913,1.7,X,직영(구내),신애5호관,2008,0,0,172,202.9,53,135,0,0
2020,대학교,사립,경북,기존,대구대학교,"17,680",131,"3,749",0,0,0,21.2,3,484,487,1.7,X,직영(구내),신애6호관,1989,0,0,131,166.1,0,0,0,0
2020,대학교,사립,경북,기존,대구대학교,"17,680",137,"3,749",0,0,0,21.2,4,482,486,1.7,X,직영(구내),입지3호관,1998,0,0,123,166.1,0,0,14,94.5
2020,대학교,사립,경북,기존,대구대학교,"17,680",141,"3,749",0,0,0,21.2,4,544,548,1.7,X,직영(구내),신애2호관,1998,0,0,141,166.1,0,0,0,0
2020,대학교,사립,경북,기존,대구예술대학교,948,64,236,224,0,0,24.9,3,292,295,1.3,O,직영(구내),백운생활관,1997,0,0,10,192.1,0,0,54,124.2
2020,대학교,사립,경북,기존,대구한의대학교,"7,002",12,"1,046",0,0,0,14.9,11,37,48,1.3,X,임차,대구생활관,2004,0,0,0,0,1,135.4,11,135.4
2020,대학교,사립,경북,기존,대구한의대학교,"7,002",11,"1,046",0,0,0,14.9,0,30,30,1.3,O,임차,급식형원룸생활관 10B동,2002,0,0,11,180.5,0,0,0,0
2020,대학교,사립,경북,기존,대구한의대학교,"7,002",202,"1,046",0,0,0,14.9,0,552,552,1.3,O,행복기숙사,행복기숙사(한울관),2014,2,246.5,200,246.5,0,0,0,0
2020,대학교,사립,경북,기존,대구한의대학교,"7,002",25,"1,046",0,0,0,14.9,0,62,62,1.3,X,임차,자취형원룸생활관 5C동,2005,0,0,24,180.5,0,0,1,180.5
2020,대학교,사립,경북,기존,대구한의대학교,"7,002",28,"1,046",0,0,0,14.9,0,67,67,1.3,X,임차,자취형원룸생활관 5D동,2001,0,0,27,242.6,0,0,1,242.6
2020,대학교,사립,경북,기존,대구한의대학교,"7,002",57,"1,046",0,0,0,14.9,0,131,131,1.3,O,직영(구내),기린생활관 1동,1993,0,0,57,177.9,0,0,0,0
2020,대학교,사립,경북,기존,대구한의대학교,"7,002",105,"1,046",0,0,0,14.9,0,224,224,1.3,O,직영(구내),기린생활관 2동,2002,0,0,105,177.9,0,0,0,0
2020,대학교,사립,경북,기존,대구한의대학교,"7,002",25,"1,046",0,0,0,14.9,0,69,69,1.3,X,임차,자취형원룸생활관 5B동,2005,0,0,25,180.5,0,0,0,0
2020,대학교,사립,경북,기존,대구한의대학교,"7,002",44,"1,046",0,0,0,14.9,0,125,125,1.3,X,임차,자취형원룸생활관 5A동,2005,0,0,44,180.5,0,0,0,0
2020,대학교,사립,경북,기존,대신대학교,446,18,58,0,0,0,13,0,11,11,0.7,X,직영(구내),제2생활관(여자생활관),1991,18,159.1,0,0,0,0,0,0
2020,대학교,사립,경북,기존,대신대학교,446,40,58,0,0,0,13,0,30,30,0.7,X,직영(구내),제1생활관(남자생활관),1995,40,131.8,0,0,0,0,0,0
2020,대학교,사립,세종,기존,대전가톨릭대학교,76,186,519,69,0,0,682.9,3,66,69,0.1,O,직영(구내),비배섬관,1995,29,422.2,87,422.2,0,0,70,422.2
2020,대학교,사립,대전,기존,대전대학교,"9,430",188,"2,248",0,10,25,23.8,85,701,786,1.2,O,직영(구내),제2생활관,2004,0,0,27,147.5,19,110.7,142,113.1
2020,대학교,사립,대전,기존,대전대학교,"9,430",165,"2,248",0,27,73,23.8,12,372,384,1.2,O,직영(구내),제3생활관,2008,75,344.3,84,220.8,0,0,6,172.1
2020,대학교,사립,대전,기존,대전대학교,"9,430",527,"2,248",0,0,0,23.8,72,"1,466","1,538",1.2,O,직영(구내),제5생활관(HRC),2017,0,0,479,207.5,2,150,46,99.5
2020,대학교,사립,대전,기존,대전대학교,"9,430",50,"2,248",0,0,0,23.8,10,88,98,1.2,O,직영(구내),제4생활관,2015,0,0,50,209,0,0,0,0
2020,대학교,사립,대전,기존,대전신학대학교,182,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
2020,대학교,사립,경기,기존,대진대학교,"7,619",48,"1,617",12,12,0,21.2,1,23,24,0.1,O,직영(구내),남기숙사6동,1993,0,0,48,210.5,0,0,0,0
2020,대학교,사립,경기,기존,대진대학교,"7,619",92,"1,617",14,0,0,21.2,0,14,14,0.1,O,직영(구내),남기숙사4동,1993,46,192.3,46,118.9,0,0,0,0
2020,대학교,사립,경기,기존,대진대학교,"7,619",76,"1,617",0,0,0,21.2,0,0,0,0.1,O,직영(구내),여기숙사2동,1993,36,192.3,40,118.9,0,0,0,0
2020,대학교,사립,경기,기존,대진대학교,"7,619",96,"1,617",0,0,0,21.2,0,0,0,0.1,O,직영(구내),여기숙사1동,2010,0,0,96,253.4,0,0,0,0
2020,대학교,사립,경기,기존,대진대학교,"7,619",94,"1,617",25,9,0,21.2,0,34,34,0.1,O,직영(구내),남기숙사7동,2011,0,0,94,253.4,0,0,0,0
2020,대학교,사립,경기,기존,대진대학교,"7,619",40,"1,617",3,0,0,21.2,0,0,0,0.1,O,직영(구내),대진교육관,2011,0,0,40,0,0,0,0,0
2020,대학교,사립,경기,기존,대진대학교,"7,619",92,"1,617",5,7,5,21.2,0,17,17,0.1,O,직영(구내),남기숙사3동,1993,46,192.3,46,118.9,0,0,0,0
2020,대학교,사립,경기,기존,대진대학교,"7,619",92,"1,617",0,0,0,21.2,0,0,0,0.1,O,직영(구내),남기숙사1동,1993,48,192.3,44,118.9,0,0,0,0
2020,대학교,사립,경기,기존,대진대학교,"7,619",85,"1,617",0,0,0,21.2,0,0,0,0.1,O,직영(구내),여기숙사4동,1993,42,192.3,43,118.9,0,0,0,0
2020,대학교,사립,경기,기존,대진대학교,"7,619",85,"1,617",0,0,0,21.2,0,0,0,0.1,O,직영(구내),여기숙사3동,1993,42,192.3,43,118.9,0,0,0,0
2020,대학교,사립,경기,기존,대진대학교,"7,619",92,"1,617",8,7,6,21.2,0,21,21,0.1,O,직영(구내),남기숙사5동,1993,46,192.3,46,118.9,0,0,0,0
2020,대학교,사립,경기,기존,대진대학교,"7,619",91,"1,617",4,0,0,21.2,0,4,4,0.1,O,직영(구내),남기숙사2동,1993,43,192.3,48,118.9,0,0,0,0
2020,대학교,사립,서울,기존,덕성여자대학교,"5,629",74,861,5,0,54,15.3,0,263,263,1.4,X,직영(구내),국제관,2006,5,390,16,325,0,0,53,241
2020,대학교,사립,서울,기존,덕성여자대학교,"5,629",41,861,2,16,12,15.3,0,37,37,1.4,X,직영(구내),국제,2013,13,369.6,28,279.6,0,0,0,0
2020,대학교,사립,서울,기존,덕성여자대학교,"5,629",228,861,40,0,0,15.3,0,514,514,1.4,X,직영(구내),가온Ⅰ관,1993,104,239.6,124,185.8,0,0,0,0
2020,대학교,사립,서울,기존,덕성여자대학교,"5,629",129,861,24,0,0,15.3,0,350,350,1.4,X,직영(구내),가온Ⅱ관,2013,67,80.1,62,279.6,0,0,0,0
2020,대학교,사립,서울,기존,동국대학교,"15,659",23,"1,782",17,0,0,11.4,0,17,17,1.3,X,직영(구외),필동기숙사,1999,3,302.6,16,302.6,2,302.6,2,0
2020,대학교,사립,서울,기존,동국대학교,"15,659",3,"1,782",7,0,0,11.4,4,18,22,1.3,X,직영(구외),근로장학사,1961,1,147.5,0,0,1,147.5,1,147.5
2020,대학교,사립,서울,기존,동국대학교,"15,659",378,"1,782",155,24,24,11.4,35,"1,470","1,505",1.3,X,민자(BTO),남산학사,2012,5,249.1,373,249.1,0,0,0,0
2020,대학교,사립,서울,기존,동국대학교,"15,659",53,"1,782",0,0,0,11.4,0,0,0,1.3,X,직영(구외),충무로영상센터 신관,1977,2,322.7,4,322.7,0,0,47,247.2
2020,대학교,사립,서울,기존,동국대학교,"15,659",16,"1,782",0,0,0,11.4,17,49,66,1.3,X,직영(구내),체육장학사(금강관),1978,0,0,0,0,0,0,16,0
2020,대학교,사립,서울,기존,동국대학교,"15,659",9,"1,782",1,0,4,11.4,0,10,10,1.3,X,직영(구내),필동관,1996,2,302.5,5,302.5,1,302.5,1,302.5
2020,대학교,사립,서울,기존,동국대학교,"15,659",54,"1,782",25,0,0,11.4,0,25,25,1.3,X,직영(구외),백상원,2011,52,0,0,0,0,0,2,0
2020,대학교,사립,서울,기존,동국대학교,"15,659",74,"1,782",121,0,0,11.4,0,121,121,1.3,X,행복기숙사,대학생연합생활관,2016,0,0,74,180,0,0,0,0
2020,대학교,사립,서울,기존,동국대학교,"15,659",210,"1,782",95,4,0,11.4,270,200,470,1.3,X,직영(구내),고양학사,2015,3,535.5,207,297.5,0,0,0,0
2020,대학교,사립,경북,기존,동국대학교(WISE) _분교,"7,927",25,"1,814",7,0,0,22.9,2,17,19,2.4,O,직영(구내),28동-사라림,2011,15,0,8,0,0,0,2,0
2020,대학교,사립,경북,기존,동국대학교(WISE) _분교,"7,927",280,"1,814",0,0,0,22.9,9,"1,031","1,040",2.4,O,직영(구내),백상관(반야동),2004,0,0,280,239.5,0,0,0,0
2020,대학교,사립,경북,기존,동국대학교(WISE) _분교,"7,927",185,"1,814",0,0,0,22.9,2,"1,074","1,076",2.4,O,직영(구내),"금장생활관(문수,관음동)/(보현,미륵동)",1981,0,0,95,191.4,90,147.7,0,0
2020,대학교,사립,경북,기존,동국대학교(WISE) _분교,"7,927",32,"1,814",7,0,0,22.9,3,29,32,2.4,O,직영(구내),19동-석림원,2000,30,0,0,0,0,0,2,0
2020,대학교,사립,경북,기존,동국대학교(WISE) _분교,"7,927",168,"1,814",0,0,0,22.9,2,884,886,2.4,O,직영(구내),금장생활관(금강동),2012,0,0,168,259.1,0,0,0,0
2020,대학교,사립,경북,기존,동국대학교(WISE) _분교,"7,927",114,"1,814",0,0,0,22.9,603,711,"1,314",2.4,O,직영(구내),금장생활관(연화동),1994,0,0,0,0,114,148.5,0,0
2020,대학교,사립,서울,기존,동덕여자대학교,"7,062",76,758,0,2,2,10.7,0,4,4,0,X,직영(구내),목화관,2012,0,0,17,330,0,0,59,256.3
2020,대학교,사립,서울,기존,동덕여자대학교,"7,062",10,758,60,0,0,10.7,0,0,0,0,X,직영(구내),100주년기념관,2016,0,0,0,0,0,0,10,270
2020,대학교,사립,서울,기존,동덕여자대학교,"7,062",107,758,26,0,0,10.7,0,26,26,0,X,임차,제2생활관,1996,0,0,0,0,0,0,107,636
2020,대학교,사립,부산,기존,동명대학교,"8,077",39,"1,115",0,62,0,13.8,0,62,62,0.3,X,직영(구외),동명생활관 3호관,2007,0,0,18,172.5,21,142.5,0,0
2020,대학교,사립,부산,기존,동명대학교,"8,077",74,"1,115",0,0,0,13.8,0,0,0,0.3,O,직영(구내),동명생활관 2호관,2004,0,0,2,0,0,0,72,0
2020,대학교,사립,부산,기존,동명대학교,"8,077",244,"1,115",211,27,15,13.8,109,198,307,0.3,O,직영(구내),동명생활관 1호관,2009,0,0,8,0,236,140,0,0
2020,대학교,사립,부산,기존,동서대학교,"10,565",73,"2,010",0,14,0,19,115,0,115,1.2,X,직영(구내),국제생활관I,2000,7,175.7,66,143.2,0,0,0,0
2020,대학교,사립,부산,기존,동서대학교,"10,565",3,"2,010",3,0,0,19,3,0,3,1.2,X,직영(구외),현대102동905호,1993,0,0,3,0,0,0,0,0
2020,대학교,사립,부산,기존,동서대학교,"10,565",281,"2,010",0,0,0,19,524,0,524,1.2,X,직영(구내),학생생활아파트,1984,94,117,168,110,19,102,0,0
2020,대학교,사립,부산,기존,동서대학교,"10,565",188,"2,010",0,129,123,19,335,0,335,1.2,X,직영(구내),국제생활관II,2007,0,0,188,143.2,0,0,0,0
2020,대학교,사립,부산,기존,동서대학교,"10,565",504,"2,010",0,30,6,19,"1,356",0,"1,356",1.2,X,직영(구내),글로벌빌리지,2010,6,175.7,498,175.7,0,0,0,0
2020,대학교,사립,전남,기존,동신대학교,"6,606",397,"1,432",794,0,0,21.7,0,585,585,0.6,O,직영(구내),미래학사,2005,0,0,397,162.2,0,0,0,0
2020,대학교,사립,전남,기존,동신대학교,"6,606",74,"1,432",158,0,0,21.7,0,92,92,0.6,O,직영(구내),인재육성관,2008,0,0,64,162.2,10,162.2,0,0
2020,대학교,사립,전남,기존,동신대학교,"6,606",121,"1,432",242,0,0,21.7,0,219,219,0.6,O,직영(구내),드림학사,2013,0,0,121,210.8,0,0,0,0
2020,대학교,사립,전남,기존,동신대학교,"6,606",75,"1,432",238,0,0,21.7,0,34,34,0.6,O,직영(구내),송림학사,1991,0,0,5,129.7,52,129.7,18,129.7
2020,대학교,사립,부산,기존,동아대학교,"19,372",7,"2,483",33,0,0,12.8,0,33,33,0.2,X,임차,준영빌,2007,0,0,0,0,0,0,7,0
2020,대학교,사립,부산,기존,동아대학교,"19,372",93,"2,483",0,44,40,12.8,0,163,163,0.2,X,직영(구내),석당글로벌하우스,2015,1,480,92,228,0,0,0,0
2020,대학교,사립,부산,기존,동아대학교,"19,372",147,"2,483",0,0,0,12.8,0,0,0,0.2,X,직영(구내),한림생활관 승학2관(S20),2016,0,0,147,208.3,0,0,0,0
2020,대학교,사립,부산,기존,동아대학교,"19,372",210,"2,483",3,0,0,12.8,0,5,5,0.2,X,직영(구내),국제관(부민관),2012,0,0,210,232.5,0,0,0,0
2020,대학교,사립,부산,기존,동아대학교,"19,372",25,"2,483",18,0,0,12.8,0,18,18,0.2,X,직영(구내),매입기숙사,1995,0,0,25,0,0,0,0,0
2020,대학교,사립,부산,기존,동아대학교,"19,372",215,"2,483",60,11,0,12.8,0,112,112,0.2,X,직영(구내),한림생활관 승학1관(E-F),2006,3,182.9,212,182.9,0,0,0,0
2020,대학교,사립,부산,기존,동아대학교,"19,372",313,"2,483",0,0,0,12.8,0,0,0,0.2,X,직영(구내),한림생활관 승학1관(A-D),2002,0,0,313,182.9,0,0,0,0
2020,대학교,사립,부산,기존,동아대학교,"19,372",147,"2,483",69,1,0,12.8,0,102,102,0.2,X,직영(구내),한림생활관 승학2관(S19),2016,0,0,147,208.3,0,0,0,0
2020,대학교,사립,부산,기존,동아대학교,"19,372",78,"2,483",37,0,0,12.8,0,42,42,0.2,X,직영(구내),한림생활관 구덕관,2010,2,195,76,195,0,0,0,0
2020,대학교,사립,경북,기존,동양대학교,"4,114",225,"2,267",165,2,0,55.1,0,256,256,0.9,X,직영(구내),기숙사(일신재),1997,42,183.2,152,140.7,31,106.2,0,0
2020,대학교,사립,경북,기존,동양대학교,"4,114",36,"2,267",71,0,0,55.1,0,108,108,0.9,X,임차,"기숙사(D,E,F,G동)",2007,0,0,36,185.8,0,0,0,0
2020,대학교,사립,경북,기존,동양대학교,"4,114",139,"2,267",144,0,0,55.1,0,228,228,0.9,X,직영(구내),기숙사(공무원사관학교),2010,61,265.5,45,199.1,33,175.2,0,0
2020,대학교,사립,경북,기존,동양대학교,"4,114",160,"2,267",242,0,0,55.1,0,370,370,0.9,X,직영(구내),교수연구동(사임당),1999,0,0,109,140.7,51,106.2,0,0
2020,대학교,사립,경북,기존,동양대학교,"4,114",32,"2,267",17,0,8,55.1,0,49,49,0.9,X,직영(구내),생활관2,2016,1,292,9,278.8,22,238.9,0,0
2020,대학교,사립,경북,기존,동양대학교,"4,114",51,"2,267",82,0,0,55.1,0,160,160,0.9,X,직영(구내),생활관1,2016,0,0,1,292,30,257.5,20,238.9
2020,대학교,사립,경북,기존,동양대학교,"4,114",22,"2,267",35,0,3,55.1,0,59,59,0.9,X,직영(구내),생활관4,2016,0,0,0,0,0,0,22,238.9
2020,대학교,사립,경북,기존,동양대학교,"4,114",284,"2,267",318,5,1,55.1,0,577,577,0.9,X,직영(구내),기숙사(삼봉관),2004,0,0,268,159.3,16,135.4,0,0
2020,대학교,사립,경북,기존,동양대학교,"4,114",103,"2,267",141,0,0,55.1,0,220,220,0.9,X,직영(구내),생활관3,2016,0,0,103,278.8,0,0,0,0
2020,대학교,사립,부산,기존,동의대학교,"15,096",136,"3,113",125,0,0,20.6,80,372,452,1.7,O,직영(구내),여학생커리어개발관,2007,0,0,136,337.2,0,0,0,0
2020,대학교,사립,부산,기존,동의대학교,"15,096",238,"3,113",105,56,0,20.6,0,476,476,1.7,O,직영(구내),제1효민생활관,1998,0,0,238,333,0,0,0,0
2020,대학교,사립,부산,기존,동의대학교,"15,096",814,"3,113",932,0,0,20.6,"1,321","1,568","2,889",1.7,O,행복기숙사,행복기숙사,2016,0,0,814,516,0,0,0,0
2020,대학교,사립,부산,기존,동의대학교,"15,096",2,"3,113",2,0,0,20.6,12,220,232,1.7,O,직영(구내),여학생커리어개발관,2007,0,0,2,448.2,0,0,0,0
2020,대학교,사립,부산,기존,동의대학교,"15,096",18,"3,113",0,0,31,20.6,0,37,37,1.7,O,직영(구내),제1효민생활관,1998,0,0,17,448.2,1,448.2,0,0
2020,대학교,사립,부산,기존,동의대학교,"15,096",309,"3,113",275,0,0,20.6,143,987,"1,130",1.7,O,직영(구내),제2효민생활관,2010,0,0,309,483,0,0,0,0
2020,대학교,사립,부산,기존,동의대학교,"15,096",53,"3,113",19,0,0,20.6,0,179,179,1.7,O,직영(구내),제2효민생활관,2010,28,650.4,25,448.2,0,0,0,0
2020,대학교,사립,경기,기존,루터대학교,379,50,97,94,0,0,25.6,0,83,83,0.9,X,직영(구내),생활관,1985,3,210,47,210,0,0,0,0
2020,대학교,사립,경기,기존,명지대학교,"6,541",99,"2,016",0,0,0,30.8,0,0,0,0.2,O,직영(구내),제3생활관 5동,2001,0,0,0,0,0,0,99,0
2020,대학교,사립,경기,기존,명지대학교,"6,541",40,"2,016",40,0,0,30.8,3,37,40,0.2,O,직영(구내),선수숙소,1992,0,0,0,0,40,0,0,0
2020,대학교,사립,경기,기존,명지대학교,"6,541",146,"2,016",158,0,0,30.8,0,158,158,0.2,X,직영(구내),제3생활관 1동,2001,0,0,50,225,0,0,96,225
2020,대학교,사립,경기,기존,명지대학교,"6,541",72,"2,016",45,0,0,30.8,0,45,45,0.2,X,직영(구내),제1생활관(명현관),1987,26,150,46,150,0,0,0,0
2020,대학교,사립,경기,기존,명지대학교,"6,541",99,"2,016",0,0,0,30.8,0,0,0,0.2,X,직영(구내),제3생활관 4동,2001,0,0,99,0,0,0,0,0
2020,대학교,사립,경기,기존,명지대학교,"6,541",175,"2,016",203,7,0,30.8,0,210,210,0.2,X,직영(구내),제2생활관(명덕관),1998,0,0,0,0,0,0,175,225
2020,대학교,사립,서울,기존,명지대학교 _제2캠퍼스,"7,101",304,860,0,45,16,12.1,55,"1,239","1,294",1.5,X,직영(구내),인문생활관,2006,0,0,178,347.8,0,0,126,252.5
2020,대학교,사립,대전,기존,목원대학교,"8,232",289,"1,631",575,0,0,19.8,21,804,825,1.4,X,직영(구내),목원학사 신관,2016,3,218.2,286,218.2,0,0,0,0
2020,대학교,사립,대전,기존,목원대학교,"8,232",133,"1,631",492,36,0,19.8,33,966,999,1.4,X,직영(구내),목원학사 서관,1999,0,0,2,139.6,0,0,131,139.6
2020,대학교,사립,대전,기존,목원대학교,"8,232",133,"1,631",456,72,0,19.8,62,420,482,1.4,X,직영(구내),목원학사 동관,1999,0,0,2,139.6,0,0,131,139.6
2020,대학교,사립,전남,기존,목포가톨릭대학교,509,96,203,0,2,0,39.9,0,159,159,0.8,O,직영(구내),골롬반,2009,5,0,91,101.7,0,0,0,0
2020,대학교,사립,전남,기존,목포가톨릭대학교,509,8,203,0,0,0,39.9,0,0,0,0.8,X,직영(구외),서울,2004,0,0,8,49.2,0,0,0,0
2020,대학교,국립,전남,기존,목포대학교,"7,129",102,"1,615",0,0,0,22.7,3,387,390,1.6,O,직영(구내),다래관,1991,2,140.9,97,140.9,3,140.9,0,0
2020,대학교,국립,전남,기존,목포대학교,"7,129",0,"1,615",0,0,0,22.7,0,0,0,1.6,O,직영(구내),햇귀관,1996,0,0,0,0,0,0,0,0
2020,대학교,국립,전남,기존,목포대학교,"7,129",182,"1,615",0,0,0,22.7,12,299,311,1.6,O,직영(구내),한울관,2005,0,0,0,0,182,140.9,0,0
2020,대학교,국립,전남,기존,목포대학교,"7,129",125,"1,615",0,0,0,22.7,16,708,724,1.6,O,직영(구내),가람관,1990,37,232.4,88,155,0,0,0,0
2020,대학교,국립,전남,기존,목포대학교,"7,129",328,"1,615",0,0,0,22.7,4,"1,114","1,118",1.6,O,민자(BTL),마루다솜관,2008,5,142.4,323,142.4,0,0,0,0
2020,대학교,국립,전남,기존,목포해양대학교,"2,633",155,"2,500",222,0,0,94.9,0,222,222,0.2,O,직영(구내),해양학사,2004,0,0,155,108.1,0,0,0,0
2020,대학교,국립,전남,기존,목포해양대학교,"2,633",205,"2,500",422,0,0,94.9,0,0,0,0.2,O,직영(구내),새누리관,2011,0,0,197,0,4,0,4,0
2020,대학교,국립,전남,기존,목포해양대학교,"2,633",69,"2,500",276,0,0,94.9,0,0,0,0.2,O,직영(구내),유달관,1988,0,0,0,0,0,0,69,0
2020,대학교,국립,전남,기존,목포해양대학교,"2,633",63,"2,500",252,0,0,94.9,0,0,0,0.2,O,직영(구내),태평관,1987,0,0,0,0,0,0,63,0
2020,대학교,국립,전남,기존,목포해양대학교,"2,633",169,"2,500",652,0,0,94.9,0,0,0,0.2,O,민자(BTL),세계로관,2018,8,0,0,0,0,0,161,0
2020,대학교,국립,전남,기존,목포해양대학교,"2,633",46,"2,500",0,12,83,94.9,95,0,95,0.2,X,직영(구내),해왕관(승선생활5호관),1985,0,0,0,0,0,0,46,121
2020,대학교,국립,전남,기존,목포해양대학교,"2,633",200,"2,500",228,0,0,94.9,0,228,228,0.2,O,직영(구내),새유달관,2002,0,0,200,108.1,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",0,"1,778",0,0,0,20.1,0,0,0,1.3,X,직영(구외),양지타운5-602,1992,0,0,0,0,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",0,"1,778",0,0,0,20.1,0,0,0,1.3,X,직영(구외),양지타운7-102,1992,0,0,0,0,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",379,"1,778","1,006",4,10,20.1,25,"1,617","1,642",1.3,X,직영(구내),국제언어생활관,2007,0,0,144,169.2,192,156.4,43,143.6
2020,대학교,사립,대전,기존,배재대학교,"8,831",0,"1,778",0,0,0,20.1,0,0,0,1.3,X,직영(구외),양지타운5-202,1992,0,0,0,0,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",0,"1,778",0,0,0,20.1,0,0,0,1.3,X,직영(구외),양지타운7-301,1992,0,0,0,0,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",59,"1,778",135,2,49,20.1,0,249,249,1.3,X,직영(구내),집현관,1995,0,0,0,0,0,0,59,123.1
2020,대학교,사립,대전,기존,배재대학교,"8,831",0,"1,778",0,0,0,20.1,0,0,0,1.3,X,직영(구외),양지타운6-206,1992,0,0,0,0,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",0,"1,778",0,0,0,20.1,0,0,0,1.3,X,직영(구외),양지타운6-106,1992,0,0,0,0,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",0,"1,778",0,0,0,20.1,0,0,0,1.3,X,직영(구외),양지타운6-303,1992,0,0,0,0,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",0,"1,778",0,0,0,20.1,0,0,0,1.3,X,직영(구외),양지타운6-305,1992,0,0,0,0,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",0,"1,778",0,0,0,20.1,0,0,0,1.3,X,직영(구외),양지타운8-106,1992,0,0,0,0,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",0,"1,778",0,0,0,20.1,0,0,0,1.3,X,직영(구외),양지타운8-202,1992,0,0,0,0,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",0,"1,778",0,0,0,20.1,0,0,0,1.3,X,직영(구외),양지타운8-302,1992,0,0,0,0,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",80,"1,778",318,0,0,20.1,0,295,295,1.3,X,직영(구내),목련관,1991,0,0,0,0,0,0,80,123.1
2020,대학교,사립,대전,기존,배재대학교,"8,831",21,"1,778",0,3,18,20.1,0,21,21,1.3,X,임차,하늘채,2002,21,226.2,0,0,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",17,"1,778",0,0,17,20.1,0,17,17,1.3,X,임차,배재아트빌,2010,17,226.2,0,0,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",44,"1,778",38,10,4,20.1,0,63,63,1.3,X,직영(구내),서재필관,1995,0,0,44,205.1,0,0,0,0
2020,대학교,사립,대전,기존,배재대학교,"8,831",4,"1,778",21,0,0,20.1,1,20,21,1.3,O,직영(구내),축구부숙소,2002,0,0,0,0,0,0,4,78.7
2020,대학교,사립,충남,기존,백석대학교,"12,731",76,"1,741",20,0,0,13.7,0,165,165,2.3,X,직영(구내),"백석빌리지5,6,7(캠퍼스타운)",2013,76,468.8,0,0,0,0,0,0
2020,대학교,사립,충남,기존,백석대학교,"12,731",18,"1,741",0,0,0,13.7,0,31,31,2.3,X,직영(구내),백석빌리지4(안서타운),2013,18,642.9,0,0,0,0,0,0
2020,대학교,사립,충남,기존,백석대학교,"12,731",828,"1,741",0,0,0,13.7,27,"3,736","3,763",2.3,X,직영(구내),백석생활관,2016,9,642.9,819,642.9,0,0,0,0
2020,대학교,국립,부산,기존,부경대학교,"17,543",525,"4,098",98,215,63,23.4,112,"1,631","1,743",1.8,O,민자(BTL),세종2관,2016,54,318.1,471,159.1,0,0,0,0
2020,대학교,국립,부산,기존,부경대학교,"17,543",850,"4,098",0,24,2,23.4,67,"2,166","2,233",1.8,O,민자(BTL),세종1관,2009,68,275.9,782,138.1,0,0,0,0
2020,대학교,국립,부산,기존,부경대학교,"17,543",261,"4,098",4,3,0,23.4,61,554,615,1.8,O,직영(구내),광개토관,2007,15,195,246,118.2,0,0,0,0
2020,대학교,국립,부산,기존,부경대학교,"17,543",484,"4,098",658,0,0,23.4,375,"2,414","2,789",1.8,O,행복기숙사,행복기숙사,2017,5,210,479,210,0,0,0,0
2020,대학교,사립,부산,기존,부산가톨릭대학교,"4,085",155,486,216,1,0,11.9,5,212,217,0.4,X,직영(구내),카리타스관,2012,0,0,146,230.8,2,0,7,0
2020,대학교,사립,부산,기존,부산가톨릭대학교,"4,085",80,486,0,0,0,11.9,0,0,0,0.4,X,직영(구내),카타리나관,2004,0,0,80,0,0,0,0,0
2020,교육대학,국립,부산,기존,부산교육대학교,"1,527",108,612,130,0,0,40.1,0,264,264,1.2,O,직영(구내),생활2관,1999,0,0,108,162.1,0,0,0,0
2020,교육대학,국립,부산,기존,부산교육대학교,"1,527",198,612,134,0,0,40.1,0,481,481,1.2,O,민자(BTL),생활3관,2009,0,0,198,184.7,0,0,0,0
2020,대학교,국립,부산,기존,부산대학교,"26,068",467,"5,355",188,23,0,20.5,0,211,211,0.5,O,직영(구내),진리관,2002,0,0,467,143.9,0,0,0,0
