2020년_ [기숙사 수용 현황 (대학)],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기준연도,학교종류,설립구분,지역,상태,학교,재학생수(A),총 실수,수용가능인원(B),실제 수용 인원,,,"기숙사수용률
(C=B/Ax100)",기숙사 지원자 수(D),,,"입사 경쟁률
(E=D/B)","의무식
여부",구분,건물명,준공연도,1인실,,2인실,,3인실,,4인실 이상,
,,,,,,,,,학위과정,,비학위과정,,,,,,,,,,실수,기숙사비,실수,기숙사비,실수,기숙사비,실수,기숙사비
,,,,,,,,,내국인,외국인,외국인,,동일지역,타지역,합계,,,,,,,,,,,,,
2020,대학교,사립,충북,기존,세명대학교,"7,966",122,"3,320",11,32,45,41.7,10,324,334,1.3,X,직영(구내),예지학사,1991,0,0,81,170.4,8,157.8,33,157.8
2020,대학교,사립,서울,기존,세종대학교,"12,927",2,"1,427",0,4,0,11,0,4,4,1.6,X,직영(구외),기숙사(군자동287),1978,0,0,0,0,1,211.2,1,211.2
2020,대학교,사립,서울,기존,세종대학교,"12,927",26,"1,427",0,0,0,11,0,0,0,1.6,X,직영(구외),기숙사(사임당),2008,0,0,26,294.5,0,0,0,0
2020,대학교,사립,서울,기존,세종대학교,"12,927",2,"1,427",0,4,0,11,0,4,4,1.6,X,직영(구내),기숙사(군자동290),1977,0,0,0,0,0,0,2,211.2
2020,대학교,사립,서울,기존,세종대학교,"12,927",360,"1,427",231,8,0,11,147,"2,022","2,169",1.6,X,행복기숙사,기숙사(새날관),2015,4,132.2,356,264.7,0,0,0,0
2020,대학교,사립,서울,기존,세종대학교,"12,927",4,"1,427",0,2,0,11,0,2,2,1.6,X,직영(구외),기숙사(군자동366-10),1969,0,0,0,0,0,0,4,0
2020,대학교,사립,서울,기존,세종대학교,"12,927",2,"1,427",0,2,0,11,0,2,2,1.6,X,직영(구외),기숙사(군자동372-3),1992,0,0,0,0,0,0,2,211.2
2020,대학교,사립,서울,기존,세종대학교,"12,927",82,"1,427",0,52,49,11,0,101,101,1.6,X,직영(구내),기숙사(광개토관),2005,0,0,0,0,41,230.2,41,189.8
2020,대학교,사립,서울,기존,세종대학교,"12,927",4,"1,427",0,2,0,11,0,2,2,1.6,X,직영(구외),기숙사(군자동130-30),1994,0,0,0,0,2,211.2,2,0
2020,대학교,사립,서울,기존,세종대학교,"12,927",1,"1,427",0,2,0,11,0,2,2,1.6,X,직영(구외),기숙사(능동250-26),1974,0,0,0,0,0,0,1,211.2
2020,대학교,사립,서울,기존,세종대학교,"12,927",1,"1,427",0,1,0,11,0,1,1,1.6,X,직영(구외),기숙사(군자동115-20),1977,0,0,0,0,0,0,1,0
2020,대학교,사립,서울,기존,세종대학교,"12,927",2,"1,427",0,10,0,11,0,10,10,1.6,X,직영(구외),기숙사(군자동261),1978,0,0,0,0,0,0,2,211.2
2020,대학교,사립,서울,기존,세종대학교,"12,927",28,"1,427",0,0,0,11,0,0,0,1.6,X,직영(구외),기숙사(코지빌),1995,0,0,0,0,0,0,28,211.2
2020,대학교,사립,서울,기존,세종대학교,"12,927",3,"1,427",0,4,0,11,0,4,4,1.6,X,직영(구외),기숙사(군자동373-3),1993,0,0,0,0,2,211.2,1,211.2
2020,대학교,사립,서울,기존,세종대학교,"12,927",3,"1,427",0,2,0,11,0,2,2,1.6,X,직영(구외),기숙사(군자동130-34),1989,0,0,1,211.2,1,211.2,1,211.2
2020,대학교,사립,서울,기존,세종대학교,"12,927",7,"1,427",0,5,0,11,0,5,5,1.6,X,직영(구외),기숙사(군자동373-1),1993,0,0,3,211.2,3,211.2,1,211.2
2020,대학교,사립,서울,기존,세종대학교,"12,927",2,"1,427",0,1,0,11,0,1,1,1.6,X,직영(구외),기숙사(능동243-10),1991,0,0,0,0,0,0,2,211.2
2020,대학교,사립,서울,기존,세종대학교,"12,927",10,"1,427",0,17,0,11,0,17,17,1.6,X,직영(구외),기숙사(삼성하이츠),1996,0,0,0,0,0,0,10,211.2
2020,대학교,사립,서울,기존,세종대학교,"12,927",2,"1,427",0,0,0,11,0,0,0,1.6,X,직영(구외),기숙사(파크빌),2002,0,0,0,0,0,0,2,211.2
2020,대학교,사립,서울,기존,세종대학교,"12,927",2,"1,427",0,2,0,11,0,2,2,1.6,X,직영(구외),기숙사(군자동130-31),1971,0,0,0,0,0,0,2,0
2020,대학교,사립,서울,기존,세종대학교,"12,927",1,"1,427",0,3,0,11,0,3,3,1.6,X,직영(구내),기숙사(군자동277),1976,0,0,0,0,0,0,1,211.2
2020,대학교,사립,전남,기존,세한대학교,"3,945",156,"1,351",221,0,17,34.2,0,221,221,0.9,O,직영(구내),국제학사,2007,0,0,156,321.4,0,0,0,0
2020,대학교,사립,전남,기존,세한대학교,"3,945",81,"1,351",142,0,0,34.2,0,142,142,0.9,X,직영(구내),왕인학사,1996,0,0,0,0,81,65.9,0,0
2020,대학교,사립,전남,기존,세한대학교,"3,945",125,"1,351",176,1,3,34.2,0,176,176,0.9,O,직영(구내),무등학사,2002,0,0,125,321.4,0,0,0,0
2020,대학교,사립,전남,기존,세한대학교,"3,945",157,"1,351",293,21,0,34.2,0,437,437,0.9,O,직영(구내),생활관(교학재1),2014,0,0,157,349.2,0,0,0,0
2020,대학교,사립,전남,기존,세한대학교,"3,945",116,"1,351",232,0,0,34.2,0,235,235,0.9,O,직영(구내),생활관(교학재2),2017,0,0,116,387.7,0,0,0,0
2020,대학교,사립,광주,기존,송원대학교,"2,998",12,430,34,0,0,14.3,0,34,34,0.4,X,임차,원룸(리스테이),2018,0,0,0,0,12,212.4,0,0
2020,대학교,사립,광주,기존,송원대학교,"2,998",15,430,21,0,0,14.3,0,21,21,0.4,X,임차,원룸(송원학사1),2018,0,0,0,0,14,421.1,1,421.1
2020,대학교,사립,광주,기존,송원대학교,"2,998",16,430,0,54,0,14.3,0,52,52,0.4,X,임차,원룸(세움주택D),2020,0,0,0,0,15,176.1,1,176.1
2020,대학교,사립,광주,기존,송원대학교,"2,998",99,430,210,0,0,14.3,0,44,44,0.4,X,행복기숙사,송원학사,2016,2,420,90,420,0,0,7,331.6
2020,대학교,사립,광주,기존,송원대학교,"2,998",15,430,24,0,0,14.3,0,24,24,0.4,X,임차,원룸(송원학사2),2018,0,0,0,0,14,421.1,1,421.1
2020,대학교,사립,광주,기존,송원대학교,"2,998",11,430,0,0,0,14.3,0,0,0,0.4,X,임차,원룸(송원학사3),2018,0,0,2,421.1,8,421.1,1,421.1
2020,대학교,사립,경기,기존,수원가톨릭대학교,170,126,245,158,0,0,144.1,18,140,158,0.6,O,직영(구내),+기숙사,1995,105,489,0,0,0,0,21,489
2020,대학교,사립,경기,기존,수원대학교,"9,384",69,"1,054",51,0,0,11.2,0,258,258,1.2,X,직영(구내),글로벌경상관,2016,0,0,69,404.5,0,0,0,0
2020,대학교,사립,경기,기존,수원대학교,"9,384",396,"1,054",300,5,0,11.2,10,"1,005","1,015",1.2,X,직영(구내),고운학사,2000,0,0,334,286.5,0,0,62,219.1
2020,대학교,사립,서울,기존,숙명여자대학교,"10,703",21,"1,342",0,0,0,12.5,0,0,0,1.1,X,직영(구내),국제7관,1997,0,0,14,260,7,180,0,0
2020,대학교,사립,서울,기존,숙명여자대학교,"10,703",34,"1,342",0,7,26,12.5,0,33,33,1.1,X,직영(구내),인재관,2004,4,371,14,260,13,240,3,180
2020,대학교,사립,서울,기존,숙명여자대학교,"10,703",47,"1,342",0,33,15,12.5,0,48,48,1.1,X,직영(구내),국제1관(백로국제관),1998,0,0,24,260,20,180,3,180
2020,대학교,사립,서울,기존,숙명여자대학교,"10,703",278,"1,342",222,0,0,12.5,25,647,672,1.1,X,직영(구내),명재관,2008,3,293.8,275,293.8,0,0,0,0
2020,대학교,사립,서울,기존,숙명여자대학교,"10,703",13,"1,342",14,0,0,12.5,0,21,21,1.1,X,임차,숙명여자대학교 동문회관,2018,6,698.4,6,472.1,1,413.1,0,0
2020,대학교,사립,서울,기존,숙명여자대학교,"10,703",13,"1,342",0,0,0,12.5,0,0,0,1.1,X,직영(구내),국제6B관,1999,0,0,13,260,0,0,0,0
2020,대학교,사립,서울,기존,숙명여자대학교,"10,703",9,"1,342",0,0,0,12.5,0,0,0,1.1,X,직영(구내),국제6F관,1995,2,400,7,260,0,0,0,0
2020,대학교,사립,서울,기존,숙명여자대학교,"10,703",16,"1,342",0,1,7,12.5,0,8,8,1.1,X,직영(구내),국제2관(매화국제관),1999,6,385,10,260,0,0,0,0
2020,대학교,사립,서울,기존,숙명여자대학교,"10,703",102,"1,342",261,0,0,12.5,11,583,594,1.1,X,임차,트윈시티,2015,0,0,45,614.6,57,435.8,0,0
2020,대학교,사립,서울,기존,숙명여자대학교,"10,703",74,"1,342",10,0,0,12.5,0,34,34,1.1,X,행복기숙사,한국장학재단-은행권 대학생 연합기숙사,2017,0,0,74,154.3,0,0,0,0
2020,대학교,사립,서울,기존,숙명여자대학교,"10,703",12,"1,342",0,1,10,12.5,0,11,11,1.1,X,직영(구내),국제5관,2009,2,385,3,260,5,180,2,180
2020,대학교,사립,서울,기존,숙명여자대학교,"10,703",3,"1,342",3,0,0,12.5,0,29,29,1.1,X,행복기숙사,홍제동 대학생 연합기숙사,2012,0,0,1,277.8,0,0,2,210
2020,각종학교(대학),사립,충북,기존,순복음총회신학교,185,16,160,0,0,0,86.5,0,0,0,0,O,직영(구내),기숙사,1996,0,0,0,0,0,0,16,28
2020,대학교,국립,전남,기존,순천대학교,"7,303",114,"2,141",40,0,0,29.3,72,249,321,1.3,O,직영(구내),청운관,1994,0,0,114,150,0,0,0,0
2020,대학교,국립,전남,기존,순천대학교,"7,303",27,"2,141",53,0,0,29.3,26,50,76,1.3,O,직영(구내),우정원,1997,1,0,26,0,0,0,0,0
2020,대학교,국립,전남,기존,순천대학교,"7,303",150,"2,141",66,0,0,29.3,18,831,849,1.3,O,민자(BTL),웅지관,2018,0,0,150,276,0,0,0,0
2020,대학교,국립,전남,기존,순천대학교,"7,303",257,"2,141",72,0,0,29.3,27,513,540,1.3,O,민자(BTL),진리관,2008,3,208,254,208,0,0,0,0
2020,대학교,국립,전남,기존,순천대학교,"7,303",270,"2,141",45,66,41,29.3,271,369,640,1.3,O,직영(구내),향림관,2002,0,0,270,162,0,0,0,0
2020,대학교,국립,전남,기존,순천대학교,"7,303",256,"2,141",81,0,0,29.3,20,414,434,1.3,O,민자(BTL),창조관,2008,3,232,253,220,0,0,0,0
2020,대학교,사립,충남,기존,순천향대학교,"11,030",7,"4,290",26,0,0,38.9,13,13,26,1.2,X,직영(구내),운동부생활관,1992,0,0,0,0,0,0,7,0
2020,대학교,사립,충남,기존,순천향대학교,"11,030",262,"4,290",107,123,0,38.9,658,230,888,1.2,X,직영(구내),향설생활관3,2007,0,0,262,227.8,0,0,0,0
2020,대학교,사립,충남,기존,순천향대학교,"11,030",12,"4,290",36,0,0,38.9,2,45,47,1.2,X,임차,부천의대생활관,2003,0,0,0,0,12,46.4,0,0
2020,대학교,사립,충남,기존,순천향대학교,"11,030",9,"4,290",0,0,0,38.9,0,0,0,1.2,X,직영(구내),순천향의생명연구원별관,1993,9,0,0,0,0,0,0,0
2020,대학교,사립,충남,기존,순천향대학교,"11,030",522,"4,290",159,0,0,38.9,930,159,"1,089",1.2,X,직영(구내),향설생활관1,2015,0,0,522,244,0,0,0,0
2020,대학교,사립,충남,기존,순천향대학교,"11,030",145,"4,290",58,62,0,38.9,253,120,373,1.2,X,직영(구내),학성사2,1979,0,0,137,161.3,0,0,8,143.2
2020,대학교,사립,충남,기존,순천향대학교,"11,030",70,"4,290",38,107,0,38.9,261,145,406,1.2,X,직영(구내),학성사3,1999,0,0,0,0,0,0,70,143.2
2020,대학교,사립,충남,기존,순천향대학교,"11,030",240,"4,290",18,49,229,38.9,131,296,427,1.2,X,직영(구내),글로벌빌리지,2007,0,0,240,227.8,0,0,0,0
2020,대학교,사립,충남,기존,순천향대학교,"11,030",18,"4,290",32,0,0,38.9,0,49,49,1.2,X,직영(구외),천안의대생활관,2011,0,0,18,46.4,0,0,0,0
2020,대학교,사립,충남,기존,순천향대학교,"11,030",53,"4,290",41,0,0,38.9,64,41,105,1.2,X,행복기숙사,천안행복연합기숙사,2019,0,0,53,240,0,0,0,0
2020,대학교,사립,충남,기존,순천향대학교,"11,030",492,"4,290",181,1,0,38.9,875,182,"1,057",1.2,X,직영(구내),향설생활관2,2011,0,0,481,244,11,244,0,0
2020,대학교,사립,충남,기존,순천향대학교,"11,030",99,"4,290",82,30,0,38.9,437,112,549,1.2,X,직영(구내),학성사1,1992,0,0,0,0,0,0,99,143.2
2020,대학교,사립,충남,기존,순천향대학교,"11,030",26,"4,290",16,22,0,38.9,1,37,38,1.2,X,직영(구내),순천향의생명연구원(SIMS),1993,1,0,25,0,0,0,0,0
2020,대학교,사립,서울,기존,숭실대학교,"14,815",699,"1,700",225,74,82,11.5,774,"1,495","2,269",1.6,X,민자(BTO),레지던스홀,2010,41,559.8,648,342.1,0,0,10,275.1
2020,대학교,사립,서울,기존,숭실대학교,"14,815",10,"1,700",25,0,0,11.5,7,18,25,1.6,O,직영(구내),백마관,1993,0,0,0,0,0,0,10,0
2020,대학교,사립,서울,기존,숭실대학교,"14,815",11,"1,700",0,8,0,11.5,0,48,48,1.6,X,직영(구외),세원빌라,1986,0,0,0,0,0,0,11,402.9
2020,대학교,사립,서울,기존,숭실대학교,"14,815",13,"1,700",0,0,29,11.5,0,38,38,1.6,X,직영(구내),글로벌브레인홀,1998,0,0,7,175.6,0,0,6,141.6
2020,대학교,사립,서울,기존,숭실대학교,"14,815",11,"1,700",11,0,0,11.5,13,28,41,1.6,X,직영(구외),에벤에셀하우스별관,1998,2,468.7,3,216.7,4,194.4,2,206.4
2020,대학교,사립,서울,기존,숭실대학교,"14,815",9,"1,700",0,30,0,11.5,0,30,30,1.6,X,직영(구내),대하빌라,1991,0,0,0,0,0,0,9,402.9
2020,대학교,사립,서울,기존,숭실대학교,"14,815",50,"1,700",44,0,0,11.5,117,156,273,1.6,X,직영(구외),에벤에셀하우스,1986,0,0,38,294,0,0,12,232.3
2020,대학교,사립,부산,기존,신라대학교,"9,111",166,"1,226",39,20,1,13.5,1,59,60,0.3,O,직영(구내),백양생활관,2004,2,538.4,76,363.2,0,0,88,234.2
2020,대학교,사립,부산,기존,신라대학교,"9,111",166,"1,226",144,11,35,13.5,10,180,190,0.3,O,직영(구내),글로벌타운,2010,0,0,88,420,4,420,74,385.3
2020,대학교,사립,부산,기존,신라대학교,"9,111",105,"1,226",57,0,0,13.5,1,56,57,0.3,O,직영(구내),글로벌타운(C동),2014,0,0,103,420,2,420,0,0
2020,대학교,사립,경기,기존,신한대학교,"1,398",134,704,248,3,1,50.4,252,0,252,0.4,X,행복기숙사,카르멜3관,2019,2,192.1,0,0,132,192.1,0,0
2020,대학교,사립,경기,기존,신한대학교,"1,398",55,704,0,0,0,50.4,0,0,0,0.4,X,직영(구외),카르멜4관,2019,0,0,0,0,0,0,55,0
2020,대학교,사립,경기,기존,신한대학교,"1,398",4,704,0,0,0,50.4,0,0,0,0.4,X,직영(구외),카르멜4관(8인실),2019,0,0,0,0,0,0,4,0
2020,대학교,사립,경기,기존,신한대학교 _제2캠퍼스,"4,922",18,268,0,30,21,5.4,0,51,51,1.3,X,직영(구내),카르멜2관,1994,0,0,0,0,0,0,18,187.5
2020,대학교,사립,경기,기존,신한대학교 _제2캠퍼스,"4,922",100,268,172,24,0,5.4,146,156,302,1.3,X,행복기숙사,카르멜1관,2017,4,223.4,96,223.4,0,0,0,0
2020,대학교,사립,경기,기존,아신대학교,838,54,269,23,42,0,32.1,2,275,277,1,X,직영(구내),생활관,1999,0,0,0,0,1,141.8,53,141.8
2020,대학교,사립,경기,기존,아주대학교,"10,693",203,"2,844",38,44,3,26.6,14,795,809,1.2,X,직영(구내),국제학사,2014,0,0,203,324.7,0,0,0,0
2020,대학교,사립,경기,기존,아주대학교,"10,693",155,"2,844",76,0,0,26.6,16,771,787,1.2,X,직영(구내),광교관,1997,0,0,0,0,0,0,155,168.4
2020,대학교,사립,경기,기존,아주대학교,"10,693",174,"2,844",48,0,0,26.6,6,452,458,1.2,X,직영(구내),남제관,1976,0,0,4,168.4,0,0,170,150.8
2020,대학교,사립,경기,기존,아주대학교,"10,693",139,"2,844",101,0,0,26.6,9,881,890,1.2,X,직영(구내),용지관,1989,0,0,31,248.4,0,0,108,168.4
2020,대학교,사립,경기,기존,아주대학교,"10,693",10,"2,844",32,0,0,26.6,32,0,32,1.2,O,직영(구외),축구부숙소,1986,0,0,0,0,0,0,10,0
2020,대학교,사립,경기,기존,아주대학교,"10,693",152,"2,844",6,17,22,26.6,2,308,310,1.2,X,직영(구내),화홍관,1997,10,442.1,94,248.4,0,0,48,168.4
2020,대학교,사립,경기,기존,아주대학교,"10,693",54,"2,844",0,0,0,26.6,0,142,142,1.2,X,직영(구내),의대별관,1998,0,0,3,89,4,89,47,89
2020,대학교,국립,경북,기존,안동대학교,"6,228",225,"1,824",0,0,0,29.3,0,935,935,1.2,O,직영(구내),가람관,2004,0,0,0,0,0,0,225,143.5
2020,대학교,국립,경북,기존,안동대학교,"6,228",271,"1,824",0,0,0,29.3,0,848,848,1.2,O,직영(구내),솔뫼관,1989,3,344.6,265,188.1,3,130.5,0,0
2020,대학교,국립,경북,기존,안동대학교,"6,228",191,"1,824",121,14,5,29.3,0,486,486,1.2,O,민자(BTL),솔빛관,2009,0,0,191,190.9,0,0,0,0
2020,대학교,사립,경기,기존,안양대학교,"4,644",6,132,24,0,0,2.8,0,0,0,0.1,X,직영(구내),기숙사3(글로벌빌리지),2008,0,0,0,0,0,0,6,0
2020,대학교,사립,경기,기존,안양대학교,"4,644",16,132,14,0,0,2.8,14,0,14,0.1,X,임차,"엠시티빌1,2",2017,0,0,0,0,0,0,16,0
2020,대학교,사립,경기,기존,안양대학교,"4,644",6,132,12,0,0,2.8,0,0,0,0.1,X,직영(구내),기숙사1,1992,0,0,1,0,0,0,5,0
2020,대학교,사립,경기,기존,안양대학교,"4,644",4,132,10,0,0,2.8,0,0,0,0.1,X,직영(구내),기숙사2,1989,0,0,2,0,0,0,2,0
2020,대학교,사립,인천,기존,안양대학교 _제2캠퍼스,326,52,248,81,0,0,76.1,0,0,0,0,O,직영(구내),강화캠퍼스생활관,2000,0,0,0,0,0,0,52,0
2020,대학교,사립,서울,기존,연세대학교,"26,353",302,"9,634",450,26,0,36.6,0,539,539,0.5,X,민자(BTL),제중학사,2016,0,0,302,323.5,0,0,0,0
2020,대학교,사립,서울,기존,연세대학교,"26,353",250,"9,634",132,24,0,36.6,0,661,661,0.5,X,직영(구내),무악2학사,1993,0,0,250,206.5,0,0,0,0
2020,대학교,사립,서울,기존,연세대학교,"26,353",388,"9,634",0,20,127,36.6,0,763,763,0.5,X,민자(BTL),SK국제학사,2010,191,624.1,197,421.7,0,0,0,0
2020,대학교,사립,서울,기존,연세대학교,"26,353",116,"9,634",0,24,31,36.6,0,245,245,0.5,X,직영(구내),국제학사,1988,0,0,116,343.9,0,0,0,0
2020,대학교,사립,서울,기존,연세대학교,"26,353",206,"9,634",101,27,0,36.6,0,294,294,0.5,X,직영(구내),무악4학사,1998,44,497.1,162,220.2,0,0,0,0
2020,대학교,사립,서울,기존,연세대학교,"26,353",142,"9,634",178,16,0,36.6,0,302,302,0.5,X,직영(구내),무악3학사,1998,0,0,142,212.5,0,0,0,0
2020,대학교,사립,서울,기존,연세대학교,"26,353",174,"9,634",92,4,0,36.6,0,751,751,0.5,X,직영(구내),우정원,2014,2,331.5,139,331.5,33,211.7,0,0
2020,대학교,사립,서울,기존,연세대학교,"26,353",89,"9,634",141,0,0,36.6,0,141,141,0.5,X,직영(구내),운동선수기숙사,2004,0,0,89,0,0,0,0,0
2020,대학교,사립,서울,기존,연세대학교,"26,353","1,150","9,634",149,175,0,36.6,0,324,324,0.5,X,민자(BTL),송도2학사,2014,0,0,354,315.4,796,199,0,0
2020,대학교,사립,서울,기존,연세대학교,"26,353",6,"9,634",12,0,0,36.6,0,12,12,0.5,X,행복기숙사,홍제동대학생연합기숙사,2014,0,0,5,277.7,0,0,1,210
2020,대학교,사립,서울,기존,연세대학교,"26,353",189,"9,634",229,8,0,36.6,0,423,423,0.5,X,민자(BTL),법현학사,2017,2,331.5,187,331.5,0,0,0,0
2020,대학교,사립,서울,기존,연세대학교,"26,353",953,"9,634",128,48,0,36.6,0,176,176,0.5,X,직영(구내),송도1학사,2010,0,0,335,315.4,618,199,0,0
2020,대학교,사립,서울,기존,연세대학교,"26,353",248,"9,634",146,0,0,36.6,0,452,452,0.5,X,직영(구내),무악1학사,1989,0,0,248,196.9,0,0,0,0
2020,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,752",100,"4,370",0,0,0,56.4,0,0,0,0.1,X,직영(구내),매지3학사,1994,0,0,0,0,0,0,100,140.3
2020,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,752",287,"4,370",0,0,0,56.4,0,0,0,0.1,X,직영(구내),세연(A),2001,4,279.7,140,294,143,216.8,0,0
2020,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,752",187,"4,370",0,0,0,56.4,0,0,0,0.1,X,직영(구내),매지2학사,1984,0,0,0,0,187,144.5,0,0
2020,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,752",266,"4,370",0,0,0,56.4,0,0,0,0.1,X,직영(구내),세연(B),2001,5,279.7,225,294,36,216.8,0,0
2020,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,752",304,"4,370",105,144,48,56.4,9,288,297,0.1,X,직영(구내),청연학사,2009,4,353.6,0,0,300,289.8,0,0
2020,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,752",70,"4,370",25,2,0,56.4,6,21,27,0.1,X,직영(구내),Judy학사(제2원의학사),1997,39,295.1,31,196.7,0,0,0,0
2020,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,752",120,"4,370",45,1,0,56.4,6,40,46,0.1,X,직영(구내),Anderson학사(제1원의학사),1989,0,0,120,196.7,0,0,0,0
2020,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,752",144,"4,370",112,1,0,56.4,9,104,113,0.1,X,직영(구내),Murray학사(제3원의학사),2019,0,0,144,245.9,0,0,0,0
2020,대학교,사립,강원,기존,연세대학교(미래) _분교,"7,752",200,"4,370",0,0,0,56.4,0,0,0,0.1,X,직영(구내),매지1학사,1984,0,0,0,0,200,144.5,0,0
2020,대학교,사립,경북,기존,영남대학교,"21,980",129,"3,378",0,0,0,15.4,23,478,501,1.2,X,직영(구내),생활관F동(예원관),1999,0,0,129,174.1,0,0,0,0
2020,대학교,사립,경북,기존,영남대학교,"21,980",57,"3,378",0,0,0,15.4,11,211,222,1.2,X,직영(구내),생활관A동(청운관),1981,0,0,57,170.9,0,0,0,0
2020,대학교,사립,경북,기존,영남대학교,"21,980",45,"3,378",42,0,0,15.4,3,39,42,1.2,X,직영(구내),고시원(계림원),1994,0,0,0,0,45,97.8,0,0
2020,대학교,사립,경북,기존,영남대학교,"21,980",56,"3,378",97,0,0,15.4,22,83,105,1.2,O,직영(구내),승리관,2005,0,0,0,0,56,0,0,0
2020,대학교,사립,경북,기존,영남대학교,"21,980",155,"3,378",0,0,0,15.4,28,542,570,1.2,X,직영(구내),생활관G동(성지관),2003,0,0,155,176.9,0,0,0,0
2020,대학교,사립,경북,기존,영남대학교,"21,980",86,"3,378",14,0,0,15.4,12,2,14,1.2,X,직영(구내),법학전문대학원 생활관,2007,0,0,86,354,0,0,0,0
2020,대학교,사립,경북,기존,영남대학교,"21,980",155,"3,378",0,0,0,15.4,29,574,603,1.2,X,직영(구내),생활관H동(예지관),2003,0,0,155,176.9,0,0,0,0
2020,대학교,사립,경북,기존,영남대학교,"21,980",70,"3,378",0,0,0,15.4,24,465,489,1.2,X,직영(구내),생활관C동(덕선관),1988,0,0,7,165.5,0,0,63,138.1
2020,대학교,사립,경북,기존,영남대학교,"21,980",75,"3,378",0,0,0,15.4,26,489,515,1.2,X,직영(구내),생활관B동(화랑관),1988,0,0,10,166.3,0,0,65,138.1
2020,대학교,사립,경북,기존,영남대학교,"21,980",31,"3,378",0,0,0,15.4,5,111,116,1.2,X,직영(구내),생활관D동(호연관),1976,0,0,31,158,0,0,0,0
2020,대학교,사립,경북,기존,영남대학교,"21,980",392,"3,378",167,0,0,15.4,32,135,167,1.2,O,직영(구내),"생활관(향토관,기독생활관)",2008,0,0,392,231.3,0,0,0,0
2020,대학교,사립,경북,기존,영남대학교,"21,980",40,"3,378",30,0,0,15.4,35,57,92,1.2,X,직영(구내),영남대학교 의과대학 부속 학생생활관,1986,1,426,39,253.4,0,0,0,0
2020,대학교,사립,경북,기존,영남대학교,"21,980",121,"3,378",47,26,3,15.4,1,247,248,1.2,X,행복기숙사,경북글로벌교류센터,2014,2,430.6,119,215.3,0,0,0,0
2020,대학교,사립,경북,기존,영남대학교,"21,980",77,"3,378",0,0,0,15.4,18,371,389,1.2,X,직영(구내),생활관E동(양현재),1994,0,0,54,176.9,0,0,23,170.9
2020,대학교,사립,경북,기존,영남신학대학교,743,42,368,15,10,29,49.5,0,27,27,0.6,X,직영(구내),감람원,2007,6,0,3,115,0,0,33,115
2020,대학교,사립,경북,기존,영남신학대학교,743,76,368,182,0,0,49.5,0,183,183,0.6,X,직영(구내),이상근기념관,2015,2,0,0,0,74,135.4,0,0
2020,대학교,사립,경남,기존,영산대학교,"2,897",20,780,33,0,0,26.9,0,33,33,0.5,X,직영(구내),B동(홍익1관),2000,0,0,0,0,3,91,17,91
2020,대학교,사립,경남,기존,영산대학교,"2,897",26,780,14,0,0,26.9,22,14,36,0.5,O,직영(구내),L동(제1기숙사-고시반),2002,0,0,0,0,0,0,26,131.9
2020,대학교,사립,경남,기존,영산대학교,"2,897",72,780,143,0,0,26.9,89,2,91,0.5,O,직영(구내),G-2동(제3학생생활관),2007,9,275,55,235,8,210,0,0
2020,대학교,사립,경남,기존,영산대학교,"2,897",17,780,0,0,0,26.9,22,0,22,0.5,O,직영(구내),L동(제1생활관),2002,0,0,0,0,0,0,17,131.9
2020,대학교,사립,경남,기존,영산대학교,"2,897",88,780,352,0,0,26.9,231,6,237,0.5,O,직영(구내),G-1동(제2학생생활관),2003,0,0,0,0,0,0,88,131.9
2020,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,"4,090",113,788,217,30,15,19.3,0,217,217,0.5,O,직영(구내),H동(제1학생생활관),1997,0,0,9,235,0,0,104,133
2020,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,"4,090",131,788,0,0,0,19.3,0,148,148,0.5,O,직영(구내),K동(제2학생생활관),2013,0,0,131,250,0,0,0,0
2020,대학교,사립,부산,기존,영산대학교 _제2캠퍼스,"4,090",24,788,0,0,0,19.3,0,0,0,0.5,X,직영(구외),교외학생생활관,1993,12,236.1,12,208.3,0,0,0,0
2020,대학교,사립,전남,기존,영산선학대학교,29,10,130,11,1,0,448.3,0,12,12,0.2,X,직영(구내),원광원,1995,0,0,0,0,0,0,10,0
2020,대학교,사립,전남,기존,영산선학대학교,29,12,130,16,1,0,448.3,0,17,17,0.2,X,직영(구내),정진원,1991,0,0,0,0,0,0,12,0
2020,대학교,사립,전남,기존,영산선학대학교,29,5,130,0,0,0,448.3,0,0,0,0.2,X,직영(구내),여서원관2,2001,0,0,5,0,0,0,0,0
2020,대학교,사립,전남,기존,영산선학대학교,29,8,130,0,0,0,448.3,0,0,0,0.2,X,직영(구내),여서원관1,2001,2,0,0,0,6,0,0,0
